ID_cleaned,job_title,salary_usd,salary_distribution_usd,experience_level_cleaned,employment_type_cleaned,company_location,company_size_cleaned,employee_residence,education_required,years_experience,industry
232,AI Research Scientist,36734,"Less than 40,000 USD",Entry-level,Freelance,China,Small,China,Master,1,Media
233,Head of AI,84897,"80,000 - 100,000 USD",Mid-level,Contract,Ireland,Large,Ireland,Associate,3,Manufacturing
234,AI Research Scientist,173839,"160,000 - 180,000 USD",Senior,Freelance,United States,Medium,United States,Bachelor,5,Government
235,ML Ops Engineer,59357,"40,000 - 60,000 USD",Entry-level,Full-Time,South Korea,Large,Israel,Master,0,Transportation
236,Data Scientist,51431,"40,000 - 60,000 USD",Entry-level,Freelance,Austria,Medium,United Kingdom,Associate,0,Transportation
237,Autonomous Systems Engineer,96506,"80,000 - 100,000 USD",Senior,Full-Time,Ireland,Small,Ireland,PhD,5,Finance
238,Data Analyst,59198,"40,000 - 60,000 USD",Entry-level,Full-Time,Canada,Small,Switzerland,Master,1,Manufacturing
239,Machine Learning Engineer,223757,"More than 180,000 USD",Executive,Freelance,Germany,Small,Germany,PhD,12,Education
240,Deep Learning Engineer,74322,"60,000 - 80,000 USD",Entry-level,Full-Time,France,Large,France,Bachelor,1,Gaming
241,Research Scientist,120749,"120,000 - 140,000 USD",Mid-level,Freelance,United States,Medium,Netherlands,Associate,2,Retail
242,NLP Engineer,138212,"120,000 - 140,000 USD",Executive,Full-Time,Finland,Small,Finland,Master,15,Media
243,Robotics Engineer,199039,"More than 180,000 USD",Executive,Part-Time,Canada,Small,Canada,Master,15,Real Estate
244,AI Specialist,105699,"100,000 - 120,000 USD",Senior,Freelance,Singapore,Small,Sweden,PhD,6,Healthcare
245,Research Scientist,38497,"Less than 40,000 USD",Entry-level,Freelance,Japan,Small,Japan,Bachelor,0,Consulting
246,AI Product Manager,63141,"60,000 - 80,000 USD",Mid-level,Contract,Japan,Small,Japan,Associate,3,Manufacturing
247,AI Specialist,87871,"80,000 - 100,000 USD",Senior,Contract,Austria,Large,United Kingdom,Master,9,Telecommunications
248,Research Scientist,255678,"More than 180,000 USD",Executive,Contract,United States,Medium,Australia,Bachelor,18,Telecommunications
249,Data Analyst,132056,"120,000 - 140,000 USD",Senior,Contract,Netherlands,Small,Netherlands,Master,7,Gaming
250,AI Research Scientist,146085,"140,000 - 160,000 USD",Senior,Full-Time,United States,Medium,United States,Associate,6,Technology
251,Data Engineer,85037,"80,000 - 100,000 USD",Mid-level,Contract,Sweden,Medium,Sweden,Master,3,Finance
252,AI Product Manager,42661,"40,000 - 60,000 USD",Entry-level,Part-Time,Ireland,Medium,Ireland,Bachelor,1,Finance
253,Deep Learning Engineer,119706,"100,000 - 120,000 USD",Senior,Freelance,Israel,Large,Israel,Associate,7,Retail
254,Computer Vision Engineer,110064,"100,000 - 120,000 USD",Executive,Part-Time,Finland,Medium,Singapore,Bachelor,10,Finance
255,Research Scientist,91090,"80,000 - 100,000 USD",Senior,Full-Time,China,Medium,China,Associate,9,Telecommunications
256,Principal Data Scientist,80307,"80,000 - 100,000 USD",Mid-level,Freelance,France,Large,Norway,Master,4,Retail
257,AI Product Manager,107321,"100,000 - 120,000 USD",Mid-level,Part-Time,Germany,Large,Ireland,Master,3,Technology
258,Head of AI,59373,"40,000 - 60,000 USD",Entry-level,Contract,Austria,Large,Austria,PhD,0,Gaming
259,Machine Learning Researcher,65191,"60,000 - 80,000 USD",Entry-level,Part-Time,France,Small,France,Master,0,Education
260,Robotics Engineer,152969,"140,000 - 160,000 USD",Executive,Freelance,Austria,Large,Austria,Associate,16,Government
261,Research Scientist,147893,"140,000 - 160,000 USD",Senior,Freelance,Switzerland,Small,Switzerland,Associate,8,Healthcare
262,Principal Data Scientist,69807,"60,000 - 80,000 USD",Entry-level,Full-Time,United States,Large,United States,Bachelor,0,Transportation
263,AI Software Engineer,67824,"60,000 - 80,000 USD",Entry-level,Full-Time,United Kingdom,Large,Switzerland,Bachelor,0,Gaming
264,Data Engineer,141523,"140,000 - 160,000 USD",Executive,Part-Time,South Korea,Large,South Korea,Associate,10,Manufacturing
265,Data Analyst,122796,"120,000 - 140,000 USD",Senior,Part-Time,India,Large,India,PhD,9,Healthcare
266,AI Consultant,81885,"80,000 - 100,000 USD",Mid-level,Part-Time,United States,Small,United States,PhD,3,Retail
267,Data Analyst,118505,"100,000 - 120,000 USD",Senior,Contract,United Kingdom,Medium,United Kingdom,Bachelor,5,Government
268,Robotics Engineer,133565,"120,000 - 140,000 USD",Senior,Part-Time,United States,Small,South Korea,Master,5,Media
269,Data Analyst,60019,"60,000 - 80,000 USD",Entry-level,Contract,United Kingdom,Small,United Kingdom,PhD,1,Government
270,ML Ops Engineer,76875,"60,000 - 80,000 USD",Entry-level,Part-Time,United States,Medium,Switzerland,Bachelor,0,Transportation
271,Deep Learning Engineer,64400,"60,000 - 80,000 USD",Entry-level,Contract,Australia,Large,Australia,Bachelor,1,Transportation
272,Autonomous Systems Engineer,68857,"60,000 - 80,000 USD",Mid-level,Contract,Japan,Medium,Japan,Master,3,Government
273,Computer Vision Engineer,97840,"80,000 - 100,000 USD",Senior,Part-Time,Ireland,Medium,Switzerland,Bachelor,7,Technology
274,Machine Learning Engineer,168619,"160,000 - 180,000 USD",Executive,Full-Time,Sweden,Large,China,Bachelor,18,Automotive
275,Machine Learning Researcher,118132,"100,000 - 120,000 USD",Senior,Freelance,United Kingdom,Medium,United Kingdom,Associate,8,Education
276,Principal Data Scientist,81112,"80,000 - 100,000 USD",Senior,Freelance,India,Small,Canada,PhD,7,Consulting
277,Head of AI,111502,"100,000 - 120,000 USD",Mid-level,Freelance,United Kingdom,Medium,United Kingdom,Master,4,Energy
278,NLP Engineer,151610,"140,000 - 160,000 USD",Senior,Part-Time,United States,Large,United States,Associate,5,Retail
279,Machine Learning Engineer,95128,"80,000 - 100,000 USD",Senior,Freelance,Austria,Large,Austria,Bachelor,7,Government
280,Machine Learning Engineer,136733,"120,000 - 140,000 USD",Senior,Freelance,United Kingdom,Small,United Kingdom,PhD,8,Gaming
281,ML Ops Engineer,69822,"60,000 - 80,000 USD",Mid-level,Freelance,China,Small,United Kingdom,Bachelor,3,Finance
282,Machine Learning Researcher,88380,"80,000 - 100,000 USD",Entry-level,Part-Time,Switzerland,Large,Switzerland,Bachelor,0,Automotive
283,NLP Engineer,199482,"More than 180,000 USD",Executive,Part-Time,France,Small,France,Bachelor,18,Transportation
284,Deep Learning Engineer,56268,"40,000 - 60,000 USD",Mid-level,Full-Time,Austria,Small,Austria,Bachelor,4,Automotive
285,Data Engineer,142301,"140,000 - 160,000 USD",Executive,Part-Time,France,Medium,France,Master,12,Telecommunications
286,NLP Engineer,178371,"160,000 - 180,000 USD",Executive,Contract,India,Medium,India,Associate,15,Energy
287,Computer Vision Engineer,157412,"140,000 - 160,000 USD",Executive,Contract,Israel,Small,Israel,Associate,12,Government
288,AI Software Engineer,250562,"More than 180,000 USD",Executive,Contract,Switzerland,Small,Switzerland,Associate,12,Government
289,Data Engineer,167401,"160,000 - 180,000 USD",Executive,Full-Time,Ireland,Medium,Canada,Bachelor,14,Manufacturing
290,Computer Vision Engineer,85328,"80,000 - 100,000 USD",Entry-level,Contract,Germany,Large,Denmark,Bachelor,0,Consulting
291,AI Consultant,94160,"80,000 - 100,000 USD",Senior,Full-Time,Ireland,Small,South Korea,Associate,5,Automotive
292,NLP Engineer,147732,"140,000 - 160,000 USD",Executive,Part-Time,Japan,Medium,Japan,Master,17,Gaming
293,Autonomous Systems Engineer,50749,"40,000 - 60,000 USD",Entry-level,Freelance,Canada,Small,Canada,Master,0,Government
294,AI Consultant,222223,"More than 180,000 USD",Executive,Part-Time,Netherlands,Medium,Netherlands,PhD,19,Retail
295,Data Analyst,47958,"40,000 - 60,000 USD",Entry-level,Part-Time,Finland,Large,Finland,Bachelor,0,Gaming
296,Data Scientist,52877,"40,000 - 60,000 USD",Entry-level,Freelance,Israel,Large,Israel,PhD,1,Retail
297,AI Research Scientist,138782,"120,000 - 140,000 USD",Executive,Contract,Finland,Medium,Finland,Bachelor,19,Finance
298,AI Specialist,66150,"60,000 - 80,000 USD",Senior,Full-Time,Ireland,Small,Ireland,Master,5,Finance
299,Principal Data Scientist,178470,"160,000 - 180,000 USD",Executive,Full-Time,Australia,Large,Singapore,PhD,18,Energy
300,Deep Learning Engineer,62936,"60,000 - 80,000 USD",Mid-level,Part-Time,China,Medium,Canada,Bachelor,3,Technology
301,Machine Learning Engineer,159003,"140,000 - 160,000 USD",Executive,Full-Time,Japan,Small,Japan,PhD,11,Real Estate
302,Computer Vision Engineer,98694,"80,000 - 100,000 USD",Executive,Contract,China,Medium,China,Master,15,Education
303,Data Engineer,50471,"40,000 - 60,000 USD",Entry-level,Full-Time,China,Small,China,Bachelor,1,Energy
304,AI Software Engineer,104460,"100,000 - 120,000 USD",Mid-level,Freelance,Sweden,Medium,Netherlands,Bachelor,3,Transportation
305,Research Scientist,63711,"60,000 - 80,000 USD",Entry-level,Part-Time,Australia,Medium,India,Master,0,Healthcare
306,Data Analyst,64384,"60,000 - 80,000 USD",Entry-level,Part-Time,Australia,Large,Finland,PhD,0,Consulting
307,AI Architect,223296,"More than 180,000 USD",Senior,Freelance,Denmark,Large,Australia,Master,5,Healthcare
308,Autonomous Systems Engineer,73372,"60,000 - 80,000 USD",Senior,Part-Time,Finland,Medium,Finland,PhD,9,Real Estate
309,Machine Learning Researcher,92458,"80,000 - 100,000 USD",Mid-level,Full-Time,France,Medium,France,Associate,3,Manufacturing
310,AI Product Manager,80483,"80,000 - 100,000 USD",Mid-level,Part-Time,Finland,Large,Finland,Bachelor,2,Government
311,Machine Learning Researcher,71730,"60,000 - 80,000 USD",Mid-level,Full-Time,China,Large,Germany,PhD,2,Technology
312,Machine Learning Researcher,186565,"More than 180,000 USD",Executive,Part-Time,Norway,Small,Israel,Master,19,Retail
313,Robotics Engineer,114225,"100,000 - 120,000 USD",Senior,Part-Time,Finland,Large,Finland,Master,9,Consulting
314,AI Software Engineer,160286,"160,000 - 180,000 USD",Executive,Full-Time,Canada,Small,South Korea,PhD,19,Retail
315,Head of AI,60957,"60,000 - 80,000 USD",Mid-level,Contract,Ireland,Large,Ireland,PhD,4,Real Estate
316,Autonomous Systems Engineer,90148,"80,000 - 100,000 USD",Mid-level,Freelance,Canada,Medium,Canada,PhD,4,Real Estate
317,Data Analyst,105723,"100,000 - 120,000 USD",Senior,Contract,Sweden,Medium,India,Bachelor,5,Education
318,Data Scientist,388754,"More than 180,000 USD",Executive,Contract,Switzerland,Large,United States,Master,16,Transportation
319,AI Consultant,45129,"40,000 - 60,000 USD",Entry-level,Contract,China,Medium,China,Master,1,Technology
320,Data Engineer,68001,"60,000 - 80,000 USD",Mid-level,Full-Time,France,Medium,France,Master,2,Technology
321,Robotics Engineer,51736,"40,000 - 60,000 USD",Entry-level,Full-Time,Japan,Medium,India,Master,0,Government
322,Data Scientist,112035,"100,000 - 120,000 USD",Senior,Contract,Canada,Large,Canada,Associate,8,Consulting
323,Data Engineer,55619,"40,000 - 60,000 USD",Entry-level,Contract,France,Small,France,PhD,1,Gaming
324,AI Research Scientist,56796,"40,000 - 60,000 USD",Entry-level,Part-Time,Ireland,Medium,Ireland,Associate,1,Gaming
325,Robotics Engineer,61808,"60,000 - 80,000 USD",Entry-level,Contract,Sweden,Large,Sweden,Master,0,Healthcare
326,AI Consultant,78751,"60,000 - 80,000 USD",Mid-level,Contract,Singapore,Medium,Netherlands,Master,3,Gaming
327,AI Architect,238449,"More than 180,000 USD",Executive,Part-Time,United States,Medium,United States,Associate,15,Gaming
328,AI Research Scientist,81908,"80,000 - 100,000 USD",Entry-level,Freelance,Australia,Large,Australia,Associate,0,Consulting
329,Machine Learning Engineer,79556,"60,000 - 80,000 USD",Senior,Contract,India,Medium,India,Master,7,Consulting
330,NLP Engineer,70609,"60,000 - 80,000 USD",Entry-level,Contract,Canada,Medium,Denmark,Bachelor,1,Healthcare
331,Principal Data Scientist,100354,"100,000 - 120,000 USD",Mid-level,Part-Time,United Kingdom,Small,Switzerland,Master,2,Government
332,NLP Engineer,62606,"60,000 - 80,000 USD",Mid-level,Contract,Canada,Small,Canada,Master,3,Technology
333,NLP Engineer,44279,"40,000 - 60,000 USD",Entry-level,Contract,Israel,Small,Austria,PhD,1,Technology
334,Research Scientist,36995,"Less than 40,000 USD",Entry-level,Freelance,Finland,Small,Finland,Bachelor,0,Technology
335,Principal Data Scientist,193149,"More than 180,000 USD",Executive,Contract,Germany,Large,Germany,Associate,15,Consulting
336,Data Scientist,88722,"80,000 - 100,000 USD",Mid-level,Part-Time,Sweden,Small,Sweden,PhD,3,Government
337,Data Scientist,145098,"140,000 - 160,000 USD",Senior,Part-Time,Netherlands,Large,Netherlands,Master,8,Gaming
338,AI Consultant,83381,"80,000 - 100,000 USD",Mid-level,Part-Time,Singapore,Small,Switzerland,Master,3,Energy
339,Autonomous Systems Engineer,46591,"40,000 - 60,000 USD",Entry-level,Full-Time,Japan,Medium,Japan,Master,1,Real Estate
340,Data Scientist,99604,"80,000 - 100,000 USD",Executive,Part-Time,Japan,Small,Japan,Master,11,Education
341,AI Research Scientist,262339,"More than 180,000 USD",Executive,Freelance,Norway,Large,Norway,Associate,12,Energy
342,Machine Learning Researcher,58899,"40,000 - 60,000 USD",Entry-level,Freelance,Singapore,Small,Canada,Master,1,Consulting
343,Research Scientist,109939,"100,000 - 120,000 USD",Mid-level,Freelance,Denmark,Medium,Denmark,PhD,4,Transportation
344,NLP Engineer,32587,"Less than 40,000 USD",Entry-level,Freelance,Israel,Small,United Kingdom,Bachelor,0,Real Estate
345,Robotics Engineer,102069,"100,000 - 120,000 USD",Mid-level,Part-Time,Norway,Medium,Norway,Associate,2,Healthcare
346,AI Specialist,153376,"140,000 - 160,000 USD",Executive,Freelance,Finland,Small,Finland,Master,12,Education
347,Autonomous Systems Engineer,92574,"80,000 - 100,000 USD",Entry-level,Part-Time,Switzerland,Medium,Switzerland,PhD,1,Education
348,ML Ops Engineer,92858,"80,000 - 100,000 USD",Senior,Freelance,Australia,Small,Australia,Associate,6,Manufacturing
349,Data Scientist,84172,"80,000 - 100,000 USD",Entry-level,Full-Time,Germany,Large,Israel,Bachelor,1,Manufacturing
350,AI Consultant,66601,"60,000 - 80,000 USD",Senior,Contract,Japan,Small,Japan,Master,5,Technology
351,Data Scientist,99818,"80,000 - 100,000 USD",Senior,Part-Time,South Korea,Large,South Korea,Master,6,Telecommunications
352,Deep Learning Engineer,96240,"80,000 - 100,000 USD",Senior,Contract,China,Large,Japan,Bachelor,8,Technology
353,AI Software Engineer,72389,"60,000 - 80,000 USD",Mid-level,Full-Time,Germany,Medium,Germany,Bachelor,2,Gaming
354,Head of AI,118570,"100,000 - 120,000 USD",Senior,Freelance,Ireland,Large,Austria,Associate,8,Healthcare
355,NLP Engineer,56276,"40,000 - 60,000 USD",Mid-level,Freelance,Austria,Medium,China,PhD,3,Telecommunications
356,AI Architect,93369,"80,000 - 100,000 USD",Executive,Contract,Ireland,Small,Ireland,Bachelor,13,Manufacturing
357,Data Analyst,115634,"100,000 - 120,000 USD",Senior,Freelance,South Korea,Large,India,Master,9,Retail
358,Machine Learning Engineer,215782,"More than 180,000 USD",Executive,Freelance,Switzerland,Medium,Switzerland,PhD,13,Gaming
359,AI Specialist,110858,"100,000 - 120,000 USD",Mid-level,Freelance,Denmark,Large,Denmark,Master,4,Energy
360,Autonomous Systems Engineer,77926,"60,000 - 80,000 USD",Entry-level,Part-Time,Australia,Medium,Sweden,PhD,1,Transportation
361,AI Product Manager,115976,"100,000 - 120,000 USD",Executive,Contract,Austria,Small,Austria,Master,12,Energy
362,Principal Data Scientist,71134,"60,000 - 80,000 USD",Entry-level,Contract,France,Large,France,Master,1,Manufacturing
363,Computer Vision Engineer,63231,"60,000 - 80,000 USD",Entry-level,Part-Time,Germany,Large,Germany,Bachelor,1,Real Estate
364,AI Consultant,96419,"80,000 - 100,000 USD",Mid-level,Contract,Norway,Small,United States,PhD,3,Manufacturing
365,Data Analyst,221235,"More than 180,000 USD",Executive,Full-Time,United Kingdom,Medium,Australia,Associate,13,Media
366,AI Specialist,213785,"More than 180,000 USD",Executive,Full-Time,Canada,Medium,Canada,Master,13,Energy
367,AI Software Engineer,59378,"40,000 - 60,000 USD",Entry-level,Part-Time,Austria,Large,Japan,PhD,0,Real Estate
368,AI Architect,61374,"60,000 - 80,000 USD",Entry-level,Contract,Norway,Small,Denmark,Associate,1,Consulting
369,Machine Learning Researcher,77579,"60,000 - 80,000 USD",Entry-level,Freelance,Norway,Large,Norway,PhD,0,Retail
370,AI Research Scientist,61122,"60,000 - 80,000 USD",Entry-level,Contract,Austria,Large,Ireland,Associate,0,Manufacturing
371,Machine Learning Engineer,53318,"40,000 - 60,000 USD",Mid-level,Full-Time,Israel,Small,Canada,Bachelor,3,Healthcare
372,Data Engineer,182747,"More than 180,000 USD",Executive,Full-Time,Australia,Small,China,Bachelor,15,Gaming
373,Head of AI,138496,"120,000 - 140,000 USD",Senior,Contract,Singapore,Medium,Ireland,Associate,5,Telecommunications
374,Machine Learning Engineer,79744,"60,000 - 80,000 USD",Senior,Part-Time,Israel,Small,Norway,Associate,8,Media
375,AI Consultant,133437,"120,000 - 140,000 USD",Executive,Part-Time,Austria,Small,Austria,Associate,13,Automotive
376,AI Architect,90174,"80,000 - 100,000 USD",Entry-level,Freelance,Denmark,Small,Denmark,Bachelor,1,Technology
377,Data Scientist,87820,"80,000 - 100,000 USD",Senior,Full-Time,Finland,Small,Finland,Associate,7,Transportation
378,Robotics Engineer,66990,"60,000 - 80,000 USD",Mid-level,Freelance,Israel,Small,Israel,PhD,3,Education
379,Machine Learning Engineer,122069,"120,000 - 140,000 USD",Senior,Contract,France,Small,China,PhD,6,Consulting
380,Computer Vision Engineer,56318,"40,000 - 60,000 USD",Entry-level,Freelance,Netherlands,Medium,United Kingdom,Bachelor,1,Gaming
381,AI Product Manager,45830,"40,000 - 60,000 USD",Entry-level,Full-Time,France,Small,France,Bachelor,1,Real Estate
382,NLP Engineer,70207,"60,000 - 80,000 USD",Entry-level,Part-Time,Singapore,Small,Singapore,PhD,1,Healthcare
383,AI Software Engineer,84101,"80,000 - 100,000 USD",Entry-level,Contract,Switzerland,Large,Switzerland,Associate,0,Telecommunications
