ID_cleaned,job_id,job_title,salary_usd,salary_distribution_usd,salary_currency,experience_level,experience_level_cleaned,employment_type,employment_type_cleaned,company_location,company_size,company_size_cleaned,employee_residence,remote_ratio,required_skills,is_AWS_required_skills,is_Azure_required_skills,is_Docker_required_skills,is_GCP_required_skills,is_github_required_skills,is_Hadoop_required_skills,is_Java_required_skills,is_Kubernetes_required_skills,is_MLOps_required_skills,is_NLP_required_skills,is_PyTorch_required_skills,is_Python_required_skills,is_R_required_skills,is_SQL_required_skills,is_Scala_required_skills,is_Pyspark_required_skills,is_Tableau_required_skills,is_TensorFlow_required_skills,education_required,years_experience,industry,posting_date,application_deadline,application_period_days,job_description_length,benefits_score,company_name
81,AI00081,Data Analyst,157597,"140,000 - 160,000 USD",EUR,EX,Executive,CT,Contract,France,L,Large,France,50,"Git, Kubernetes, TensorFlow, R, Java",0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,Bachelor,17,Manufacturing,8/31/2024,9/15/2024,15,639,8.4,Neural Networks Co
82,AI00082,ML Ops Engineer,196942,"More than 180,000 USD",USD,EX,Executive,CT,Contract,Australia,L,Large,Australia,100,"R, Tableau, SQL, MLOps, Docker",0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,Master,19,Gaming,4/1/2024,4/16/2024,15,826,7.5,TechCorp Inc
83,AI00083,Machine Learning Researcher,207548,"More than 180,000 USD",USD,EX,Executive,CT,Contract,Canada,M,Medium,Canada,0,"NLP, Azure, Spark, Data Visualization",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,PhD,10,Energy,2/5/2024,3/11/2024,35,2292,6.7,Cognitive Computing
84,AI00084,NLP Engineer,68838,"60,000 - 80,000 USD",USD,MI,Mid-level,FL,Freelance,Sweden,S,Small,Sweden,50,"Java, SQL, Spark, Tableau, Azure",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,PhD,3,Automotive,6/20/2024,8/12/2024,53,804,7.4,TechCorp Inc
85,AI00085,ML Ops Engineer,125666,"120,000 - 140,000 USD",USD,EX,Executive,FL,Freelance,Finland,L,Large,Finland,100,"Docker, Python, Git, Kubernetes, Java",0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,PhD,13,Telecommunications,6/19/2024,8/22/2024,64,757,8.4,TechCorp Inc
86,AI00086,NLP Engineer,73174,"60,000 - 80,000 USD",USD,EN,Entry-level,FT,Full-Time,Denmark,M,Medium,Denmark,50,"Git, MLOps, Hadoop, Python, Spark",0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,Associate,0,Finance,7/14/2024,9/8/2024,56,678,6.4,Machine Intelligence Group
87,AI00087,Autonomous Systems Engineer,33314,"Less than 40,000 USD",USD,EN,Entry-level,CT,Contract,Israel,S,Small,India,50,"SQL, Kubernetes, Docker",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Bachelor,0,Manufacturing,4/16/2025,6/15/2025,60,1207,8.3,Future Systems
88,AI00088,AI Specialist,69914,"60,000 - 80,000 USD",USD,EN,Entry-level,FT,Full-Time,United States,S,Small,United States,100,"R, NLP, SQL, GCP",0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Associate,0,Transportation,2/15/2025,4/15/2025,59,1517,7,Smart Analytics
89,AI00089,Principal Data Scientist,152118,"140,000 - 160,000 USD",EUR,EX,Executive,FL,Freelance,France,M,Medium,France,50,"Spark, SQL, Python, Mathematics, Linux",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Master,11,Automotive,5/20/2024,7/14/2024,55,1294,6.9,AI Innovations
90,AI00090,AI Software Engineer,78014,"60,000 - 80,000 USD",EUR,EN,Entry-level,CT,Contract,France,L,Large,France,50,"PyTorch, Hadoop, Scala, Computer Vision",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,PhD,0,Real Estate,11/19/2024,12/7/2024,18,841,6.8,Digital Transformation LLC
91,AI00091,Research Scientist,48466,"40,000 - 60,000 USD",USD,EN,Entry-level,PT,Part-Time,Canada,S,Small,Canada,100,"Hadoop, Spark, Kubernetes, Python",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,Bachelor,0,Automotive,3/10/2025,5/14/2025,65,1146,5.7,Predictive Systems
92,AI00092,Data Analyst,97997,"80,000 - 100,000 USD",EUR,SE,Senior,CT,Contract,France,S,Small,France,50,"Hadoop, Python, TensorFlow, R, Statistics",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,PhD,8,Technology,6/19/2024,7/16/2024,27,2419,6,Algorithmic Solutions
93,AI00093,Principal Data Scientist,128341,"120,000 - 140,000 USD",USD,SE,Senior,FL,Freelance,Singapore,S,Small,Singapore,0,"Computer Vision, PyTorch, GCP, Linux",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bachelor,9,Finance,4/26/2025,6/15/2025,50,2457,6.9,Neural Networks Co
94,AI00094,AI Research Scientist,111528,"100,000 - 120,000 USD",USD,MI,Mid-level,FL,Freelance,United States,L,Large,United States,0,"Java, Hadoop, Mathematics",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,PhD,3,Real Estate,3/1/2024,5/8/2024,68,1299,9.5,Predictive Systems
95,AI00095,Machine Learning Researcher,138945,"120,000 - 140,000 USD",USD,EX,Executive,PT,Part-Time,Canada,S,Small,Canada,50,"Linux, R, NLP, PyTorch, Git",0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,Master,19,Education,7/10/2024,9/15/2024,67,1559,8.9,DeepTech Ventures
96,AI00096,NLP Engineer,98688,"80,000 - 100,000 USD",USD,SE,Senior,FT,Full-Time,Israel,M,Medium,Israel,50,"Statistics, Python, TensorFlow, PyTorch, Git",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,Bachelor,8,Manufacturing,4/10/2024,5/3/2024,23,598,8.6,Cognitive Computing
97,AI00097,Data Analyst,109029,"100,000 - 120,000 USD",EUR,SE,Senior,FT,Full-Time,France,S,Small,France,0,"Kubernetes, Scala, Java",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Bachelor,6,Technology,4/5/2025,6/13/2025,69,2049,6.1,Predictive Systems
98,AI00098,NLP Engineer,84797,"80,000 - 100,000 USD",USD,MI,Mid-level,FT,Full-Time,Canada,M,Medium,Canada,0,"Deep Learning, Statistics, Computer Vision, TensorFlow, Mathematics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Master,4,Real Estate,12/4/2024,1/3/2025,30,1909,6.2,Machine Intelligence Group
99,AI00099,Machine Learning Researcher,290199,"More than 180,000 USD",USD,EX,Executive,CT,Contract,Switzerland,L,Large,Denmark,50,"Python, AWS, Kubernetes, Deep Learning",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Master,12,Retail,1/12/2025,3/7/2025,54,1137,5.6,Smart Analytics
100,AI00100,AI Research Scientist,195691,"More than 180,000 USD",USD,SE,Senior,CT,Contract,United States,L,Large,United States,0,"AWS, Kubernetes, Docker, Mathematics, MLOps",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,PhD,8,Transportation,4/20/2024,6/22/2024,63,916,8.7,Advanced Robotics
101,AI00101,AI Product Manager,193448,"More than 180,000 USD",USD,SE,Senior,FT,Full-Time,Norway,L,Large,Norway,100,"Scala, Git, Java",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Associate,9,Consulting,1/2/2025,3/11/2025,68,579,6.6,Cognitive Computing
102,AI00102,AI Product Manager,138466,"120,000 - 140,000 USD",USD,EX,Executive,PT,Part-Time,Israel,L,Large,Israel,100,"Azure, AWS, PyTorch, GCP, Hadoop",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Associate,16,Government,1/25/2024,4/4/2024,70,1690,9.5,Smart Analytics
103,AI00103,Data Analyst,91577,"80,000 - 100,000 USD",EUR,MI,Mid-level,CT,Contract,Netherlands,M,Medium,Netherlands,100,"Spark, Mathematics, PyTorch, SQL, TensorFlow",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,Bachelor,3,Transportation,1/27/2024,2/28/2024,32,859,6.5,Algorithmic Solutions
104,AI00104,Computer Vision Engineer,92875,"80,000 - 100,000 USD",USD,MI,Mid-level,FT,Full-Time,Sweden,S,Small,Sweden,0,"SQL, Python, Deep Learning",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,PhD,3,Real Estate,7/21/2024,9/27/2024,68,701,5.3,Digital Transformation LLC
105,AI00105,Data Engineer,213287,"More than 180,000 USD",GBP,EX,Executive,FT,Full-Time,United Kingdom,S,Small,United Kingdom,100,"TensorFlow, GCP, PyTorch, Spark",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Master,13,Healthcare,3/3/2025,4/3/2025,31,1102,6.3,Cloud AI Solutions
106,AI00106,NLP Engineer,62171,"60,000 - 80,000 USD",USD,MI,Mid-level,FT,Full-Time,Japan,S,Small,Japan,0,"Git, SQL, PyTorch, Mathematics",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Bachelor,2,Consulting,9/15/2024,11/7/2024,53,2162,8.1,AI Innovations
107,AI00107,AI Research Scientist,152658,"140,000 - 160,000 USD",USD,EX,Executive,FL,Freelance,South Korea,L,Large,United Kingdom,50,"Data Visualization, PyTorch, Spark, TensorFlow",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Associate,16,Automotive,1/28/2024,3/17/2024,49,548,9,TechCorp Inc
108,AI00108,ML Ops Engineer,95085,"80,000 - 100,000 USD",USD,MI,Mid-level,FT,Full-Time,Norway,M,Medium,Norway,100,"TensorFlow, SQL, NLP, Computer Vision, Git",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,Associate,2,Retail,3/20/2024,4/20/2024,31,2298,6.5,Predictive Systems
109,AI00109,Deep Learning Engineer,86750,"80,000 - 100,000 USD",EUR,MI,Mid-level,FL,Freelance,France,S,Small,France,100,"Java, R, Git, Mathematics, Spark",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,PhD,2,Government,12/13/2024,2/24/2025,73,1397,7.1,AI Innovations
110,AI00110,AI Specialist,64261,"60,000 - 80,000 USD",USD,MI,Mid-level,PT,Part-Time,Israel,M,Medium,Israel,0,"PyTorch, Docker, GCP",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Master,2,Transportation,9/4/2024,10/10/2024,36,2385,8.8,TechCorp Inc
111,AI00111,Machine Learning Researcher,205357,"More than 180,000 USD",USD,EX,Executive,PT,Part-Time,United States,S,Small,United States,100,"Computer Vision, Hadoop, Git, AWS",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor,18,Education,3/8/2024,5/13/2024,66,1646,6.6,Predictive Systems
112,AI00112,AI Architect,165676,"160,000 - 180,000 USD",EUR,EX,Executive,CT,Contract,France,S,Small,France,50,"TensorFlow, Linux, SQL, Hadoop",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Associate,18,Government,5/13/2024,6/25/2024,43,926,7.8,Neural Networks Co
113,AI00113,Computer Vision Engineer,114658,"100,000 - 120,000 USD",EUR,SE,Senior,CT,Contract,France,M,Medium,France,100,"SQL, Scala, Python",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Bachelor,9,Telecommunications,3/18/2024,4/20/2024,33,1560,8.2,Algorithmic Solutions
114,AI00114,Data Scientist,143149,"140,000 - 160,000 USD",EUR,SE,Senior,FL,Freelance,France,L,Large,France,50,"NLP, Computer Vision, Mathematics, Statistics, R",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Master,6,Real Estate,3/13/2024,5/10/2024,58,1169,9.1,Digital Transformation LLC
115,AI00115,Machine Learning Researcher,116276,"100,000 - 120,000 USD",EUR,SE,Senior,FL,Freelance,Germany,S,Small,Germany,50,"Azure, R, Linux, MLOps",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Bachelor,7,Technology,8/14/2024,9/6/2024,23,608,7.9,Future Systems
116,AI00116,NLP Engineer,61055,"60,000 - 80,000 USD",USD,EN,Entry-level,FL,Freelance,United States,M,Medium,Ireland,100,"R, AWS, Computer Vision, Statistics, Docker",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bachelor,0,Retail,6/4/2024,7/16/2024,42,1891,6.9,Autonomous Tech
117,AI00117,ML Ops Engineer,50303,"40,000 - 60,000 USD",USD,EN,Entry-level,FT,Full-Time,Austria,L,Large,Austria,100,"Kubernetes, SQL, Azure, Deep Learning, Linux",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Master,0,Gaming,8/11/2024,10/2/2024,52,2015,7,DataVision Ltd
118,AI00118,Data Analyst,65570,"60,000 - 80,000 USD",USD,SE,Senior,FL,Freelance,Ireland,S,Small,Ireland,50,"PyTorch, SQL, MLOps, AWS, TensorFlow",1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Associate,7,Retail,10/22/2024,11/6/2024,15,635,9.9,Smart Analytics
119,AI00119,AI Software Engineer,231078,"More than 180,000 USD",USD,EX,Executive,FL,Freelance,Singapore,M,Medium,Singapore,50,"MLOps, R, Git, Mathematics",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Bachelor,17,Consulting,4/15/2024,6/3/2024,49,784,7.6,Neural Networks Co
120,AI00120,AI Product Manager,106633,"100,000 - 120,000 USD",USD,SE,Senior,FT,Full-Time,Australia,M,Medium,South Korea,100,"Linux, Scala, SQL, Git",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Bachelor,9,Automotive,5/18/2024,6/25/2024,38,1243,5.5,Algorithmic Solutions
121,AI00121,AI Specialist,121180,"120,000 - 140,000 USD",USD,SE,Senior,FL,Freelance,Austria,L,Large,Austria,0,"Git, Deep Learning, Kubernetes, Linux, GCP",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Master,9,Media,1/6/2025,2/1/2025,26,611,7,Quantum Computing Inc
122,AI00122,Principal Data Scientist,64531,"60,000 - 80,000 USD",USD,EN,Entry-level,PT,Part-Time,China,L,Large,Netherlands,50,"Git, SQL, Scala, Python, Computer Vision",0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,PhD,0,Retail,3/26/2025,4/13/2025,18,1645,7,Smart Analytics
123,AI00123,Machine Learning Engineer,125654,"120,000 - 140,000 USD",USD,MI,Mid-level,CT,Contract,Singapore,L,Large,Singapore,50,"Python, Tableau, Java",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,PhD,4,Automotive,6/20/2024,8/25/2024,66,1212,6.8,DataVision Ltd
124,AI00124,Machine Learning Researcher,182275,"More than 180,000 USD",USD,EX,Executive,FT,Full-Time,Austria,L,Large,Austria,0,"Docker, AWS, Linux, Git, Azure",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PhD,14,Technology,4/19/2025,5/14/2025,25,2427,9,DeepTech Ventures
125,AI00125,Machine Learning Researcher,117708,"100,000 - 120,000 USD",USD,MI,Mid-level,FL,Freelance,Denmark,L,Large,Denmark,0,"PyTorch, Scala, Linux, Tableau, Deep Learning",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,PhD,4,Transportation,2/24/2024,3/17/2024,22,1912,9.3,Neural Networks Co
126,AI00126,Data Engineer,143246,"140,000 - 160,000 USD",USD,EX,Executive,FT,Full-Time,South Korea,S,Small,South Korea,0,"Docker, SQL, Kubernetes, Git, Statistics",0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Master,11,Healthcare,12/25/2024,1/24/2025,30,1426,8.4,Future Systems
127,AI00127,AI Product Manager,203198,"More than 180,000 USD",USD,SE,Senior,FT,Full-Time,Denmark,L,Large,Denmark,50,"Statistics, R, Python, TensorFlow",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Master,5,Consulting,12/4/2024,1/11/2025,38,1596,7.6,DeepTech Ventures
128,AI00128,Research Scientist,69487,"60,000 - 80,000 USD",USD,EN,Entry-level,CT,Contract,Switzerland,S,Small,Switzerland,0,"Kubernetes, Azure, Spark, TensorFlow, Linux",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Master,0,Transportation,11/4/2024,12/2/2024,28,1825,7.7,Machine Intelligence Group
129,AI00129,AI Product Manager,95673,"80,000 - 100,000 USD",USD,EX,Executive,FL,Freelance,Ireland,S,Small,Ireland,0,"GCP, R, Azure, Deep Learning, PyTorch",0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Associate,17,Technology,8/24/2024,9/15/2024,22,1467,8.1,Neural Networks Co
130,AI00130,AI Software Engineer,59405,"40,000 - 60,000 USD",USD,EN,Entry-level,FL,Freelance,Austria,L,Large,Austria,100,"Spark, Python, Deep Learning, Linux, Java",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Bachelor,1,Consulting,3/18/2025,4/12/2025,25,984,6,Smart Analytics
131,AI00131,AI Specialist,131756,"120,000 - 140,000 USD",EUR,SE,Senior,PT,Part-Time,Netherlands,M,Medium,Finland,0,"AWS, R, Spark",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,PhD,5,Technology,8/3/2024,10/15/2024,73,2308,7.9,AI Innovations
132,AI00132,AI Software Engineer,42835,"40,000 - 60,000 USD",USD,EN,Entry-level,PT,Part-Time,South Korea,L,Large,France,0,"Python, TensorFlow, PyTorch",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Bachelor,0,Media,3/2/2025,3/30/2025,28,539,9,Machine Intelligence Group
133,AI00133,Autonomous Systems Engineer,61893,"60,000 - 80,000 USD",USD,EN,Entry-level,FT,Full-Time,Canada,M,Medium,Canada,50,"Statistics, Python, SQL",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Associate,1,Consulting,3/28/2024,5/1/2024,34,1419,5.2,Predictive Systems
134,AI00134,ML Ops Engineer,141791,"140,000 - 160,000 USD",EUR,EX,Executive,CT,Contract,France,M,Medium,France,0,"Hadoop, Azure, Python, R",0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,PhD,13,Media,2/3/2025,2/23/2025,20,2136,5.8,Algorithmic Solutions
135,AI00135,AI Product Manager,258637,"More than 180,000 USD",GBP,EX,Executive,PT,Part-Time,United Kingdom,M,Medium,United Kingdom,50,"Computer Vision, GCP, Azure, SQL, Python",0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Master,11,Education,1/16/2025,2/15/2025,30,813,9.1,Cognitive Computing
136,AI00136,NLP Engineer,49485,"40,000 - 60,000 USD",USD,MI,Mid-level,FT,Full-Time,Finland,S,Small,Finland,0,"Hadoop, Java, Data Visualization",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Associate,2,Technology,8/9/2024,9/16/2024,38,909,7.8,Cloud AI Solutions
137,AI00137,Robotics Engineer,172916,"160,000 - 180,000 USD",USD,SE,Senior,PT,Part-Time,Norway,S,Small,India,100,"Computer Vision, SQL, PyTorch, Java",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Bachelor,8,Manufacturing,12/29/2024,1/15/2025,17,1630,7.6,Smart Analytics
138,AI00138,Machine Learning Engineer,324557,"More than 180,000 USD",USD,EX,Executive,FT,Full-Time,Denmark,L,Large,Denmark,100,"Hadoop, Python, Git, TensorFlow",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,PhD,11,Telecommunications,11/6/2024,11/24/2024,18,1209,7.3,Machine Intelligence Group
139,AI00139,AI Consultant,73894,"60,000 - 80,000 USD",EUR,MI,Mid-level,CT,Contract,France,M,Medium,France,50,"PyTorch, Statistics, MLOps, Kubernetes, Computer Vision",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Bachelor,4,Consulting,8/8/2024,9/12/2024,35,1070,5.2,Digital Transformation LLC
140,AI00140,Principal Data Scientist,122598,"120,000 - 140,000 USD",USD,SE,Senior,FT,Full-Time,Sweden,S,Small,India,50,"Linux, AWS, Computer Vision, Deep Learning",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Associate,9,Media,1/5/2025,2/13/2025,39,1181,5.2,Digital Transformation LLC
141,AI00141,Data Scientist,94478,"80,000 - 100,000 USD",USD,MI,Mid-level,FL,Freelance,Denmark,S,Small,Denmark,100,"PyTorch, TensorFlow, Hadoop, Python",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,PhD,4,Retail,5/24/2024,6/25/2024,32,506,8.4,Algorithmic Solutions
142,AI00142,Autonomous Systems Engineer,53088,"40,000 - 60,000 USD",USD,EN,Entry-level,PT,Part-Time,Austria,M,Medium,Austria,50,"GCP, Kubernetes, Computer Vision, Deep Learning, SQL",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,PhD,1,Finance,4/12/2025,6/13/2025,62,2090,9,Machine Intelligence Group
143,AI00143,Machine Learning Researcher,116012,"100,000 - 120,000 USD",USD,MI,Mid-level,FT,Full-Time,Denmark,M,Medium,Australia,0,"SQL, MLOps, Python",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Master,3,Automotive,9/23/2024,10/30/2024,37,657,7.9,Predictive Systems
144,AI00144,Deep Learning Engineer,35593,"Less than 40,000 USD",USD,EN,Entry-level,CT,Contract,China,S,Small,China,0,"Python, Hadoop, Deep Learning",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Bachelor,0,Media,3/9/2024,4/7/2024,29,1812,6.3,AI Innovations
145,AI00145,AI Product Manager,149053,"140,000 - 160,000 USD",USD,EX,Executive,FT,Full-Time,Austria,S,Small,Austria,0,"GCP, Linux, R, Hadoop",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Master,17,Media,11/17/2024,12/26/2024,39,652,5.5,Smart Analytics
146,AI00146,Principal Data Scientist,88230,"80,000 - 100,000 USD",USD,MI,Mid-level,FT,Full-Time,Austria,L,Large,Austria,0,"TensorFlow, Git, Azure, Python",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Associate,4,Education,5/22/2024,7/27/2024,66,1984,7.6,DeepTech Ventures
147,AI00147,AI Research Scientist,224919,"More than 180,000 USD",USD,EX,Executive,FL,Freelance,Australia,M,Medium,Switzerland,100,"Kubernetes, Deep Learning, PyTorch",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Associate,19,Education,12/2/2024,1/24/2025,53,911,5.7,TechCorp Inc
148,AI00148,Machine Learning Researcher,220439,"More than 180,000 USD",EUR,EX,Executive,PT,Part-Time,Netherlands,S,Small,Netherlands,100,"SQL, Data Visualization, GCP, Deep Learning, MLOps",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Associate,12,Manufacturing,3/30/2024,4/15/2024,16,1795,9.9,TechCorp Inc
149,AI00149,NLP Engineer,48861,"40,000 - 60,000 USD",USD,EN,Entry-level,PT,Part-Time,Finland,S,Small,Finland,100,"GCP, Python, Computer Vision, Git",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Bachelor,0,Healthcare,7/4/2024,8/11/2024,38,1031,8.1,DeepTech Ventures
150,AI00150,AI Specialist,115841,"100,000 - 120,000 USD",USD,SE,Senior,FL,Freelance,United States,S,Small,United States,0,"TensorFlow, Kubernetes, Deep Learning",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,PhD,7,Healthcare,10/25/2024,12/11/2024,47,1446,7.2,Quantum Computing Inc
151,AI00151,NLP Engineer,57266,"40,000 - 60,000 USD",USD,MI,Mid-level,FL,Freelance,Ireland,M,Medium,Ireland,0,"Computer Vision, PyTorch, Linux, TensorFlow",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Bachelor,3,Media,8/11/2024,8/26/2024,15,1075,7.3,Neural Networks Co
152,AI00152,Deep Learning Engineer,66384,"60,000 - 80,000 USD",USD,MI,Mid-level,CT,Contract,Australia,S,Small,Israel,0,"Git, Tableau, Hadoop, Computer Vision",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Associate,2,Government,4/21/2024,5/24/2024,33,1421,9.1,Autonomous Tech
153,AI00153,Data Analyst,184637,"More than 180,000 USD",USD,EX,Executive,PT,Part-Time,Sweden,S,Small,Sweden,100,"R, SQL, Data Visualization",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Bachelor,11,Government,5/23/2024,7/9/2024,47,2292,5.5,Machine Intelligence Group
154,AI00154,AI Research Scientist,92445,"80,000 - 100,000 USD",EUR,MI,Mid-level,CT,Contract,Netherlands,M,Medium,Finland,50,"Linux, Python, Scala, Docker",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Bachelor,4,Technology,10/22/2024,12/24/2024,63,826,9.2,DataVision Ltd
155,AI00155,Machine Learning Researcher,57388,"40,000 - 60,000 USD",USD,EN,Entry-level,FL,Freelance,Canada,L,Large,Canada,0,"Python, GCP, TensorFlow",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Associate,1,Consulting,1/12/2024,2/12/2024,31,1684,8.3,Smart Analytics
156,AI00156,Head of AI,53374,"40,000 - 60,000 USD",USD,MI,Mid-level,PT,Part-Time,China,M,Medium,China,0,"Docker, Deep Learning, R",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PhD,2,Government,6/22/2024,7/31/2024,39,2224,9.5,Algorithmic Solutions
157,AI00157,AI Research Scientist,95716,"80,000 - 100,000 USD",USD,SE,Senior,CT,Contract,Finland,S,Small,Finland,50,"Git, Spark, Azure, Statistics",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,PhD,6,Media,3/19/2024,4/5/2024,17,1811,7.4,Digital Transformation LLC
158,AI00158,NLP Engineer,157091,"140,000 - 160,000 USD",USD,MI,Mid-level,FL,Freelance,Norway,L,Large,Norway,0,"Python, Java, Kubernetes, SQL, NLP",0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,PhD,2,Transportation,3/4/2025,3/24/2025,20,1002,7.7,DataVision Ltd
159,AI00159,ML Ops Engineer,204144,"More than 180,000 USD",USD,SE,Senior,FL,Freelance,Norway,L,Large,Norway,100,"Hadoop, Mathematics, Linux",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PhD,8,Telecommunications,12/12/2024,1/3/2025,22,1663,9.5,Autonomous Tech
160,AI00160,AI Software Engineer,190314,"More than 180,000 USD",EUR,EX,Executive,CT,Contract,Netherlands,M,Medium,Netherlands,100,"GCP, Computer Vision, Scala, AWS, Linux",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PhD,12,Government,5/23/2024,7/22/2024,60,521,9.9,Digital Transformation LLC
161,AI00161,Principal Data Scientist,198403,"More than 180,000 USD",USD,EX,Executive,FL,Freelance,Denmark,M,Medium,Israel,50,"Data Visualization, SQL, Scala",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Associate,15,Media,3/14/2024,4/21/2024,38,944,9.1,Digital Transformation LLC
162,AI00162,Research Scientist,153040,"140,000 - 160,000 USD",USD,SE,Senior,CT,Contract,Canada,L,Large,Canada,50,"SQL, Tableau, Statistics, GCP",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bachelor,7,Manufacturing,6/25/2024,8/23/2024,59,1112,8.2,Autonomous Tech
